user_id,species,breed,age_months,source,device,weekday,returning_user,discount_seen,campaign_type,session_time,pages_viewed,shelter_rating,distance_km,vet_check_available,neutered,viewed_product,photo_clicks,breed_views,added_to_cart,purchased,abandoned
U00536,bird,Mixed,0-3,organic,desktop,Tuesday,0,1,none,3.39,4,4.1,1.6,0,1,0,0,0,0,0,0
U00537,rabbit,Mixed,24+,email,mobile,Wednesday,1,0,none,2.97,4,3.5,10.5,1,1,1,0,0,0,0,1
U00538,dog,Bulldog,0-3,social_media,mobile,Saturday,1,0,seasonal,1.76,2,3.6,1.9,1,1,0,0,0,0,0,0
U00539,cat,Mixed,6-12,referral,tablet,Thursday,0,0,none,7.91,3,3.8,12.8,0,0,0,0,0,0,0,0
U00540,dog,Golden Retriever,12-24,social_media,mobile,Friday,1,0,none,4.84,3,3.3,12.3,1,1,1,0,1,0,0,1
U00541,reptile,Bearded Dragon,0-3,referral,tablet,Tuesday,1,0,none,2.53,2,4.4,1.1,0,1,1,2,1,1,1,0
U00542,cat,Ragdoll,12-24,referral,mobile,Saturday,0,0,awareness,1.47,4,3.8,2.4,0,0,0,0,0,0,0,0
U00543,dog,Poodle,3-6,organic,mobile,Friday,0,0,seasonal,4.33,1,4.8,18.8,1,0,1,4,2,0,0,1
U00544,cat,Persian,0-3,paid_ad,desktop,Tuesday,0,0,awareness,22.37,5,4.8,16.4,0,1,1,4,2,0,0,1
U00545,cat,Persian,0-3,referral,desktop,Thursday,0,1,awareness,1.11,1,4.8,5.1,1,1,1,8,3,1,1,0
U00546,dog,German Shepherd,0-3,organic,desktop,Saturday,0,0,none,12.52,7,4.3,3.0,0,0,1,2,1,1,0,1
U00547,dog,Poodle,6-12,social_media,mobile,Friday,1,0,none,3.56,3,4.0,16.9,1,0,0,0,0,0,0,0
U00548,cat,Siamese,24+,social_media,desktop,Tuesday,0,1,none,5.82,4,3.2,11.5,0,0,1,5,1,0,0,1
U00549,cat,Ragdoll,6-12,organic,mobile,Thursday,1,1,awareness,14.84,1,4.5,4.3,1,0,1,4,1,0,0,1
U00550,rabbit,Lionhead,6-12,organic,mobile,Wednesday,0,0,awareness,3.26,1,3.2,57.7,1,1,0,0,0,0,0,0
U00551,cat,Persian,3-6,organic,mobile,Friday,0,0,none,8.08,3,3.4,7.1,0,1,1,2,1,1,1,0
U00552,bird,Canary,0-3,organic,desktop,Sunday,0,1,retargeting,4.34,5,4.7,17.4,0,0,1,5,1,0,0,1
U00553,cat,Persian,12-24,social_media,mobile,Thursday,1,0,seasonal,1.31,4,4.7,32.3,1,1,1,3,2,0,0,1
U00554,cat,Mixed,0-3,organic,mobile,Thursday,0,1,none,5.4,2,3.9,46.0,0,1,1,0,5,0,0,1
U00555,bird,Mixed,12-24,paid_ad,mobile,Sunday,0,0,none,8.98,1,4.4,34.0,0,1,1,3,3,0,0,1
U00556,cat,Sphynx,12-24,paid_ad,mobile,Friday,1,0,retargeting,8.37,1,3.4,13.5,1,1,1,4,2,1,0,1
U00557,dog,German Shepherd,3-6,organic,mobile,Friday,0,0,none,1.01,4,4.8,3.5,0,1,0,0,0,0,0,0
U00558,dog,Chihuahua,12-24,email,desktop,Wednesday,0,0,none,2.97,5,4.3,39.3,1,0,1,0,0,0,0,1
U00559,rabbit,Dutch,24+,email,mobile,Friday,0,0,none,2.55,1,4.7,56.6,0,1,1,3,4,0,0,1
U00560,cat,Bengal,6-12,referral,desktop,Friday,1,0,seasonal,6.61,7,3.8,1.0,1,0,0,0,0,0,0,0
U00561,cat,Bengal,3-6,organic,desktop,Thursday,0,0,retargeting,1.68,2,3.1,36.3,1,0,1,2,3,1,1,0
U00562,dog,German Shepherd,6-12,organic,mobile,Sunday,0,1,none,1.19,6,5.0,32.6,0,0,1,1,4,0,0,1
U00563,dog,Bulldog,12-24,referral,desktop,Sunday,0,0,none,11.09,4,4.5,9.0,1,1,0,0,0,1,1,0
U00564,dog,German Shepherd,6-12,referral,mobile,Saturday,1,0,none,5.96,4,3.3,23.7,0,1,1,3,1,1,0,1
U00565,dog,Mixed,6-12,paid_ad,desktop,Friday,0,1,none,14.26,9,4.3,44.9,0,1,1,3,1,1,1,0
U00566,cat,Mixed,3-6,paid_ad,tablet,Thursday,0,0,awareness,17.56,3,4.9,5.5,1,1,1,4,1,0,0,1
U00567,dog,Mixed,0-3,organic,mobile,Tuesday,0,0,retargeting,1.68,2,4.8,9.5,0,0,0,0,0,0,0,0
U00568,cat,Mixed,0-3,social_media,desktop,Wednesday,0,0,none,15.31,8,4.9,2.3,1,1,0,0,0,0,0,0
U00569,bird,Canary,6-12,organic,mobile,Saturday,1,0,none,3.84,1,3.2,5.2,1,1,1,5,2,1,0,1
U00570,dog,German Shepherd,6-12,organic,mobile,Thursday,0,0,none,14.4,3,4.7,32.3,0,1,1,2,4,1,0,1
U00571,cat,Ragdoll,0-3,paid_ad,desktop,Sunday,1,1,none,2.48,3,4.8,3.0,1,1,1,3,3,0,0,1
U00572,rabbit,Holland Lop,6-12,organic,mobile,Tuesday,1,0,seasonal,1.1,2,3.4,42.7,1,0,1,6,4,1,1,0
U00573,dog,Chihuahua,6-12,social_media,mobile,Friday,1,0,none,5.54,2,4.4,12.3,0,1,1,3,0,0,0,1
U00574,cat,Persian,6-12,referral,mobile,Saturday,0,0,none,12.0,3,4.4,18.2,0,1,1,6,1,0,0,1
U00575,bird,Parakeet,6-12,organic,desktop,Friday,1,0,none,10.44,6,4.4,7.5,0,0,0,0,0,0,0,0
U00576,bird,Mixed,3-6,referral,mobile,Sunday,0,1,awareness,4.54,1,4.1,4.0,1,1,0,0,0,0,0,0
U00577,dog,Bulldog,3-6,referral,tablet,Sunday,1,0,seasonal,3.18,3,3.5,9.9,0,0,1,0,0,0,0,1
U00578,bird,Canary,0-3,email,mobile,Tuesday,0,0,none,4.43,1,3.2,5.5,0,1,1,0,2,0,0,1
U00579,cat,Maine Coon,0-3,organic,mobile,Tuesday,1,0,awareness,7.35,1,3.5,11.0,1,1,1,3,1,1,1,0
U00580,dog,Mixed,12-24,social_media,desktop,Tuesday,0,0,none,10.92,6,4.8,1.6,1,1,1,2,7,0,0,1
U00581,cat,Mixed,6-12,social_media,mobile,Saturday,1,0,retargeting,5.14,3,3.5,37.4,1,1,1,4,3,1,0,1
U00582,reptile,Leopard Gecko,24+,social_media,desktop,Thursday,1,0,awareness,0.5,3,3.9,4.8,1,0,1,4,1,1,0,1
U00583,cat,Mixed,12-24,organic,mobile,Saturday,1,0,retargeting,4.9,1,3.9,15.1,0,1,1,6,4,0,0,1
U00584,dog,Bulldog,0-3,referral,mobile,Thursday,1,1,awareness,2.96,4,4.8,15.7,1,0,1,3,3,0,0,1
U00585,cat,Siamese,12-24,organic,mobile,Friday,0,0,seasonal,14.83,3,3.2,4.3,0,1,1,2,1,0,0,1
U00586,dog,Poodle,12-24,paid_ad,tablet,Saturday,0,0,awareness,6.07,4,4.0,86.0,1,1,0,0,0,0,0,0
U00587,dog,Beagle,24+,organic,desktop,Friday,1,0,awareness,7.31,9,4.6,9.9,1,1,1,4,0,0,0,1
U00588,dog,Labrador,12-24,email,desktop,Friday,1,0,retargeting,39.98,7,3.1,21.1,1,1,0,0,0,0,0,0
U00589,dog,Labrador,3-6,referral,mobile,Monday,0,0,awareness,0.5,3,4.5,1.0,0,1,1,2,1,1,0,1
U00590,dog,Poodle,6-12,organic,desktop,Thursday,0,1,none,2.52,4,3.2,3.9,1,1,1,1,1,0,0,1
U00591,dog,Chihuahua,6-12,organic,mobile,Friday,0,0,none,4.86,5,3.9,1.7,0,1,1,2,2,1,0,1
U00592,cat,Siamese,24+,email,tablet,Thursday,0,0,none,2.46,2,3.3,6.4,1,1,0,0,0,0,0,0
U00593,dog,Chihuahua,0-3,paid_ad,desktop,Sunday,0,1,awareness,3.31,7,3.8,20.4,1,1,1,3,2,0,0,1
U00594,dog,Golden Retriever,3-6,email,desktop,Sunday,0,0,awareness,17.41,5,3.1,2.3,0,1,1,4,0,1,0,1
U00595,bird,Lovebird,6-12,social_media,mobile,Saturday,0,0,none,3.03,1,4.7,8.0,0,1,1,1,2,0,0,1
U00596,cat,Maine Coon,0-3,organic,mobile,Thursday,0,0,awareness,0.5,2,3.3,3.3,0,0,0,0,0,0,0,0
U00597,cat,Persian,0-3,referral,mobile,Saturday,0,0,seasonal,1.69,5,3.4,3.9,1,1,0,0,0,0,0,0
U00598,dog,German Shepherd,6-12,referral,tablet,Thursday,0,0,none,0.51,2,3.9,1.0,1,0,0,0,0,0,0,0
U00599,dog,Chihuahua,6-12,social_media,mobile,Wednesday,0,0,none,3.7,7,3.0,10.6,1,0,1,6,5,1,1,0
U00600,dog,Bulldog,3-6,paid_ad,mobile,Wednesday,1,0,seasonal,0.87,4,4.8,2.7,1,0,0,0,0,0,0,0
U00601,dog,German Shepherd,0-3,social_media,mobile,Monday,0,0,retargeting,8.85,3,3.8,5.5,1,1,0,0,0,0,0,0
U00602,dog,Golden Retriever,12-24,social_media,mobile,Wednesday,1,1,none,3.92,6,4.1,6.6,1,1,0,0,0,0,0,0
U00603,dog,Poodle,6-12,organic,mobile,Thursday,1,1,awareness,0.5,4,4.7,3.9,1,1,0,0,0,1,1,0
U00604,dog,Chihuahua,3-6,social_media,desktop,Sunday,0,0,retargeting,2.79,6,4.2,9.8,1,0,1,1,3,1,1,0
U00605,dog,Labrador,3-6,social_media,desktop,Wednesday,0,0,awareness,7.47,6,3.2,1.4,1,0,0,0,0,0,0,0
U00606,cat,Mixed,12-24,organic,desktop,Sunday,0,0,awareness,3.19,6,4.6,18.4,1,1,0,0,0,0,0,0
U00607,dog,Beagle,3-6,social_media,desktop,Wednesday,0,0,awareness,5.61,3,4.8,5.2,0,1,1,1,1,1,0,1
U00608,dog,Mixed,3-6,paid_ad,mobile,Tuesday,0,0,retargeting,10.92,1,4.6,10.7,1,1,0,0,0,0,0,0
U00609,cat,Ragdoll,6-12,email,mobile,Friday,0,0,none,1.96,4,3.4,1.8,0,1,1,3,2,0,0,1
U00610,cat,Bengal,0-3,email,mobile,Saturday,0,0,retargeting,1.86,4,4.0,1.0,0,1,0,0,0,0,0,0
U00611,dog,Golden Retriever,12-24,referral,tablet,Monday,0,1,seasonal,11.14,3,3.6,6.5,1,0,1,4,1,0,0,1
U00612,rabbit,Holland Lop,0-3,organic,mobile,Wednesday,1,0,none,1.34,2,4.2,16.8,1,0,1,0,0,0,0,1
U00613,cat,Ragdoll,12-24,email,mobile,Thursday,0,1,retargeting,0.5,4,4.7,9.0,1,1,1,4,3,0,0,1
U00614,dog,Golden Retriever,6-12,paid_ad,mobile,Wednesday,1,1,none,0.91,2,3.8,18.5,0,1,1,6,2,0,0,1
U00615,bird,Lovebird,24+,social_media,mobile,Saturday,0,0,none,10.4,2,4.2,15.9,1,0,0,0,0,0,0,0
U00616,bird,Lovebird,3-6,social_media,mobile,Friday,0,0,seasonal,9.48,1,3.0,18.6,0,1,1,3,1,1,1,0
U00617,dog,Mixed,24+,organic,mobile,Tuesday,0,0,none,1.16,1,3.7,28.8,1,1,1,3,0,0,0,1
U00618,dog,German Shepherd,6-12,paid_ad,desktop,Sunday,1,0,none,6.29,1,4.2,4.7,0,1,0,0,0,0,0,0
U00619,rabbit,Holland Lop,0-3,social_media,desktop,Wednesday,0,0,awareness,0.89,7,5.0,1.0,1,0,1,3,5,0,0,1
U00620,cat,Bengal,6-12,paid_ad,mobile,Saturday,0,0,awareness,5.11,5,3.6,1.0,1,1,0,0,0,0,0,0
U00621,dog,Poodle,0-3,email,mobile,Saturday,1,0,awareness,0.93,1,3.3,3.7,0,0,0,0,0,1,0,0
U00622,dog,Mixed,3-6,email,desktop,Sunday,1,0,none,0.5,4,4.8,1.8,1,1,0,0,0,1,0,0
U00623,dog,Golden Retriever,6-12,paid_ad,mobile,Friday,0,1,none,7.93,5,4.1,5.0,1,1,0,0,0,0,0,0
U00624,cat,Ragdoll,0-3,email,desktop,Friday,1,0,none,3.07,8,5.0,13.8,0,0,0,0,0,0,0,0
U00625,cat,Siamese,0-3,social_media,mobile,Wednesday,1,0,awareness,0.52,1,3.5,21.8,1,1,1,4,1,0,0,1
U00626,dog,Bulldog,12-24,social_media,desktop,Saturday,0,0,awareness,14.0,5,3.4,2.5,1,1,1,2,2,0,0,1
U00627,cat,Persian,3-6,paid_ad,desktop,Thursday,0,1,awareness,11.21,4,3.7,12.8,1,1,1,2,1,1,0,1
U00628,cat,Maine Coon,12-24,social_media,desktop,Thursday,1,0,awareness,8.98,4,4.2,34.1,1,1,0,0,0,0,0,0
U00629,dog,Beagle,6-12,social_media,desktop,Sunday,1,1,none,18.89,10,3.2,20.4,1,0,1,4,1,1,0,1
U00630,dog,Bulldog,6-12,organic,mobile,Monday,0,1,retargeting,3.06,1,3.8,2.5,0,1,1,1,1,1,1,0
U00631,cat,Persian,3-6,referral,mobile,Sunday,1,1,none,0.62,4,3.1,15.4,0,0,1,2,3,1,1,0
U00632,bird,Canary,24+,organic,mobile,Sunday,0,0,none,0.5,2,4.3,9.8,0,0,1,2,2,0,0,1
U00633,cat,Maine Coon,6-12,email,desktop,Friday,0,0,retargeting,2.99,11,3.7,4.3,1,1,0,0,0,0,0,0
U00634,cat,Mixed,0-3,social_media,mobile,Friday,0,0,none,0.5,4,4.9,11.2,0,0,1,3,1,0,0,1
U00635,dog,Labrador,3-6,social_media,desktop,Thursday,0,0,awareness,5.98,2,3.2,2.6,1,1,1,2,1,1,1,0
U00636,cat,Persian,0-3,email,mobile,Sunday,1,0,none,0.5,4,4.8,5.7,1,1,1,6,2,0,0,1
U00637,cat,Mixed,12-24,organic,mobile,Tuesday,0,0,awareness,2.67,6,3.1,6.7,1,0,1,1,4,0,0,1
U00638,dog,Mixed,3-6,email,desktop,Friday,0,0,none,1.53,2,4.3,6.1,0,1,1,2,2,0,0,1
U00639,dog,Beagle,0-3,paid_ad,mobile,Saturday,0,0,seasonal,2.09,8,4.9,1.4,0,1,1,0,2,0,0,1
U00640,dog,Labrador,24+,paid_ad,mobile,Sunday,0,0,none,5.11,1,4.4,8.0,1,1,0,0,0,0,0,0
U00641,dog,Chihuahua,6-12,organic,mobile,Saturday,1,0,awareness,1.97,4,3.1,27.7,1,1,1,4,3,1,0,1
U00642,dog,Beagle,0-3,paid_ad,mobile,Saturday,1,1,seasonal,1.9,3,4.3,27.4,1,1,1,2,5,1,1,0
U00643,dog,Mixed,6-12,email,desktop,Tuesday,0,0,awareness,36.53,1,3.6,8.2,0,1,1,5,0,0,0,1
U00644,dog,Beagle,3-6,paid_ad,desktop,Thursday,1,0,awareness,9.9,4,4.5,1.0,0,1,1,1,1,0,0,1
U00645,dog,German Shepherd,12-24,social_media,mobile,Tuesday,0,0,awareness,3.28,2,3.9,13.0,1,1,1,4,3,0,0,1
U00646,bird,Canary,0-3,social_media,mobile,Sunday,1,1,awareness,3.03,2,4.2,13.6,0,0,1,5,0,0,0,1
U00647,cat,Sphynx,0-3,referral,mobile,Saturday,1,1,retargeting,4.4,1,3.0,29.1,1,1,1,1,0,1,1,0
U00648,cat,Maine Coon,3-6,paid_ad,mobile,Saturday,0,0,none,0.5,2,3.6,27.3,1,1,1,1,2,0,0,1
U00649,rabbit,Lionhead,3-6,social_media,tablet,Saturday,1,0,seasonal,0.5,1,3.6,22.4,1,0,1,4,1,0,0,1
U00650,cat,Ragdoll,6-12,organic,desktop,Friday,0,0,awareness,8.17,5,3.9,29.1,0,0,1,2,1,1,0,1
U00651,dog,Beagle,3-6,social_media,mobile,Tuesday,0,0,retargeting,2.06,2,4.8,4.3,0,1,1,3,1,1,0,1
U00652,cat,Bengal,3-6,social_media,mobile,Wednesday,0,1,none,0.5,2,3.7,12.6,1,0,1,3,0,0,0,1
U00653,cat,Persian,6-12,organic,tablet,Tuesday,1,0,seasonal,2.3,4,4.4,40.8,0,0,1,6,2,0,0,1
U00654,cat,Ragdoll,24+,organic,mobile,Saturday,0,0,none,0.64,4,3.7,11.3,1,1,0,0,0,0,0,0
U00655,cat,Persian,6-12,paid_ad,mobile,Tuesday,1,0,retargeting,11.29,4,3.4,33.0,1,0,1,1,1,0,0,1
U00656,dog,German Shepherd,3-6,organic,desktop,Saturday,1,1,awareness,1.77,3,3.9,35.6,0,1,1,1,3,0,0,1
U00657,dog,Labrador,0-3,email,mobile,Saturday,0,0,retargeting,0.71,3,3.5,1.1,1,1,1,3,2,0,0,1
U00658,dog,Bulldog,0-3,organic,mobile,Thursday,0,1,awareness,4.48,4,3.1,37.1,0,1,1,2,1,0,0,1
U00659,cat,Mixed,12-24,social_media,tablet,Tuesday,0,0,none,4.8,2,3.4,1.6,1,1,1,2,4,1,0,1
U00660,cat,Maine Coon,24+,organic,desktop,Wednesday,0,0,awareness,6.69,5,3.2,7.7,1,1,1,5,1,0,0,1
U00661,dog,Poodle,3-6,organic,mobile,Wednesday,0,0,none,2.61,1,3.1,20.9,1,0,0,0,0,0,0,0
U00662,reptile,Mixed,24+,paid_ad,mobile,Saturday,1,0,awareness,2.2,3,4.5,1.1,1,1,0,0,0,1,1,0
U00663,cat,Sphynx,3-6,paid_ad,mobile,Tuesday,1,1,retargeting,6.86,3,4.4,7.5,1,1,0,0,0,0,0,0
U00664,dog,Chihuahua,24+,organic,desktop,Saturday,0,1,none,1.94,4,3.3,4.0,0,0,1,3,1,1,1,0
U00665,dog,Beagle,6-12,social_media,mobile,Saturday,0,0,awareness,2.3,4,3.1,18.3,0,1,0,0,0,0,0,0
U00666,dog,Golden Retriever,0-3,social_media,mobile,Tuesday,0,0,awareness,14.41,1,3.0,30.5,1,1,0,0,0,0,0,0
U00667,dog,Bulldog,0-3,paid_ad,tablet,Saturday,0,0,none,1.37,3,4.5,21.9,1,0,0,0,0,0,0,0
U00668,dog,Mixed,24+,paid_ad,mobile,Saturday,1,0,seasonal,1.58,6,3.8,12.0,1,0,1,1,0,1,0,1
U00669,dog,Golden Retriever,3-6,social_media,mobile,Saturday,1,0,awareness,0.97,2,3.9,27.8,1,0,0,0,0,0,0,0
U00670,dog,Mixed,0-3,email,mobile,Tuesday,0,0,none,0.5,2,3.1,29.1,0,1,0,0,0,0,0,0
U00671,dog,Poodle,0-3,paid_ad,mobile,Tuesday,0,1,none,1.43,4,4.6,10.3,1,0,1,3,1,1,0,1
U00672,bird,Lovebird,6-12,organic,mobile,Wednesday,1,1,awareness,0.5,2,3.6,29.0,1,1,1,4,1,1,0,1
U00673,dog,Bulldog,3-6,social_media,tablet,Thursday,0,0,none,1.09,4,3.8,33.4,1,0,0,0,0,0,0,0
U00674,cat,Maine Coon,12-24,referral,desktop,Saturday,0,1,none,3.51,8,3.9,1.0,1,1,0,0,0,0,0,0
U00675,cat,Mixed,12-24,paid_ad,mobile,Saturday,0,0,none,0.5,2,4.8,31.8,0,1,0,0,0,0,0,0
U00676,reptile,Bearded Dragon,3-6,social_media,mobile,Sunday,0,0,awareness,4.89,4,4.7,1.0,1,1,0,0,0,0,0,0
U00677,dog,German Shepherd,6-12,social_media,desktop,Monday,0,0,awareness,12.38,1,3.7,5.3,1,1,1,5,0,0,0,1
U00678,dog,Bulldog,12-24,social_media,mobile,Monday,0,0,none,2.41,3,3.1,12.1,0,0,0,0,0,0,0,0
U00679,reptile,Mixed,6-12,social_media,mobile,Saturday,0,1,awareness,14.62,3,4.1,4.2,1,1,1,1,6,0,0,1
U00680,bird,Cockatiel,3-6,email,tablet,Wednesday,0,1,seasonal,5.68,2,3.5,31.3,0,1,1,5,2,1,1,0
U00681,rabbit,Dutch,12-24,social_media,mobile,Wednesday,0,0,seasonal,4.77,4,3.6,23.3,0,0,0,0,0,0,0,0
U00682,dog,Bulldog,0-3,paid_ad,mobile,Friday,0,0,seasonal,0.97,2,4.8,9.9,1,1,0,0,0,0,0,0
U00683,dog,Beagle,0-3,paid_ad,mobile,Tuesday,0,0,retargeting,8.27,1,4.5,27.2,0,1,0,0,0,0,0,0
U00684,cat,Sphynx,0-3,organic,mobile,Saturday,1,0,none,13.2,1,3.8,25.5,1,1,0,0,0,0,0,0
U00685,bird,Canary,3-6,social_media,mobile,Wednesday,0,1,none,0.94,2,4.3,6.0,0,1,1,4,3,1,1,0
U00686,cat,Mixed,3-6,social_media,mobile,Saturday,0,1,awareness,5.28,7,3.4,1.0,0,1,1,3,0,1,0,1
U00687,cat,Persian,3-6,email,mobile,Sunday,1,0,awareness,6.25,3,4.3,13.5,1,1,0,0,0,1,0,0
U00688,dog,Poodle,0-3,organic,desktop,Tuesday,0,1,seasonal,2.84,3,3.1,23.1,0,1,1,4,3,1,1,0
U00689,rabbit,Holland Lop,3-6,email,mobile,Sunday,1,0,none,2.26,3,4.3,39.3,1,0,1,2,4,1,1,0
U00690,dog,Golden Retriever,6-12,paid_ad,mobile,Friday,0,0,awareness,0.5,3,4.8,1.0,1,1,1,3,1,1,1,0
U00691,dog,Mixed,12-24,social_media,desktop,Sunday,0,0,awareness,1.48,8,4.2,7.8,1,1,1,2,2,1,0,1
U00692,cat,Mixed,24+,referral,desktop,Tuesday,0,1,awareness,0.5,4,3.7,17.3,0,0,1,4,3,1,1,0
U00693,cat,Maine Coon,3-6,referral,mobile,Friday,0,0,awareness,3.74,1,4.1,9.2,0,0,1,3,1,0,0,1
U00694,dog,Poodle,24+,organic,mobile,Thursday,0,1,none,4.47,1,3.7,3.8,0,1,0,0,0,0,0,0
U00695,dog,Bulldog,6-12,organic,mobile,Saturday,0,0,seasonal,11.28,1,3.6,13.5,0,1,0,0,0,0,0,0
U00696,cat,Ragdoll,12-24,referral,desktop,Friday,1,0,awareness,6.09,6,3.0,31.5,1,0,1,4,1,1,1,0
U00697,dog,Golden Retriever,0-3,referral,mobile,Friday,0,0,awareness,1.37,4,3.5,43.4,1,0,0,0,0,0,0,0
U00698,cat,Bengal,0-3,organic,mobile,Sunday,0,1,none,0.5,1,4.8,73.7,1,1,1,1,3,0,0,1
U00699,dog,Golden Retriever,3-6,organic,mobile,Thursday,0,0,awareness,9.84,4,3.4,7.3,1,1,0,0,0,0,0,0
U00700,cat,Bengal,3-6,organic,mobile,Tuesday,1,1,none,2.97,4,4.3,3.4,1,1,1,4,2,0,0,1
U00701,cat,Mixed,6-12,referral,mobile,Friday,1,0,none,6.08,3,4.2,24.6,1,1,0,0,0,0,0,0
U00702,dog,Beagle,3-6,organic,mobile,Friday,1,0,none,0.5,4,3.5,17.5,0,1,0,0,0,0,0,0
U00703,dog,Mixed,6-12,social_media,desktop,Thursday,0,1,none,5.22,4,4.5,21.0,1,1,1,2,2,0,0,1
U00704,dog,Labrador,12-24,paid_ad,desktop,Friday,0,0,awareness,3.07,4,3.9,6.8,1,0,0,0,0,0,0,0
U00705,dog,Beagle,0-3,organic,mobile,Sunday,0,1,none,0.5,1,4.6,3.8,1,1,1,4,3,1,1,0
U00706,reptile,Mixed,6-12,email,mobile,Saturday,1,0,seasonal,5.23,5,3.0,22.6,1,1,0,0,0,0,0,0
U00707,dog,Bulldog,3-6,organic,mobile,Tuesday,1,0,none,3.27,4,3.3,8.8,0,0,1,2,1,0,0,1
U00708,rabbit,Lionhead,12-24,paid_ad,mobile,Tuesday,1,1,none,1.42,3,3.8,17.5,1,1,1,3,1,0,0,1
U00709,dog,Golden Retriever,24+,organic,desktop,Sunday,0,1,seasonal,12.78,5,4.0,30.9,1,1,1,4,2,0,0,1
U00710,cat,Sphynx,12-24,email,tablet,Saturday,0,0,none,3.85,3,4.1,6.3,0,1,0,0,0,1,1,0
U00711,rabbit,Dutch,0-3,email,mobile,Sunday,0,0,none,0.5,3,4.6,21.9,1,1,0,0,0,0,0,0
U00712,cat,Ragdoll,24+,organic,mobile,Wednesday,0,0,none,13.15,4,4.8,9.0,1,1,1,6,2,0,0,1
U00713,cat,Sphynx,12-24,organic,mobile,Saturday,0,0,retargeting,1.34,5,3.6,14.4,0,1,0,0,0,0,0,0
U00714,cat,Mixed,0-3,social_media,desktop,Saturday,0,0,retargeting,13.85,5,4.8,26.4,0,0,1,4,4,0,0,1
U00715,dog,Beagle,6-12,organic,desktop,Wednesday,1,0,none,13.22,4,3.5,5.3,1,1,0,0,0,0,0,0
U00716,bird,Parakeet,6-12,paid_ad,desktop,Friday,0,1,retargeting,1.06,4,3.1,27.3,1,1,1,4,3,1,1,0
U00717,rabbit,Holland Lop,6-12,paid_ad,desktop,Friday,1,1,awareness,3.85,9,4.2,3.4,1,1,1,3,1,1,1,0
U00718,reptile,Ball Python,6-12,social_media,mobile,Friday,0,0,seasonal,0.5,5,4.3,8.2,0,1,1,2,1,1,0,1
U00719,dog,Labrador,0-3,email,desktop,Saturday,0,1,none,3.41,5,3.6,4.8,1,0,0,0,0,0,0,0
U00720,cat,Mixed,0-3,email,desktop,Sunday,0,0,retargeting,10.24,6,3.3,1.0,0,0,1,4,1,1,1,0
U00721,bird,Lovebird,24+,paid_ad,mobile,Sunday,0,0,none,0.95,3,3.2,1.0,0,1,0,0,0,0,0,0
U00722,dog,Bulldog,12-24,social_media,mobile,Saturday,0,1,none,0.57,3,3.9,3.3,1,1,1,2,0,0,0,1
U00723,dog,German Shepherd,6-12,organic,desktop,Friday,0,1,none,5.52,2,3.8,15.6,0,0,1,3,1,0,0,1
U00724,cat,Bengal,6-12,organic,desktop,Thursday,0,0,retargeting,6.01,3,3.6,11.2,0,1,1,0,3,1,0,1
U00725,cat,Siamese,3-6,social_media,desktop,Sunday,1,1,retargeting,8.79,5,3.4,5.8,1,0,1,4,0,1,1,0
U00726,rabbit,Mini Rex,3-6,social_media,desktop,Friday,1,0,awareness,8.54,1,3.1,8.8,1,1,0,0,0,0,0,0
U00727,dog,Golden Retriever,0-3,social_media,desktop,Wednesday,1,1,retargeting,9.28,5,4.4,16.9,1,0,1,1,1,0,0,1
U00728,rabbit,Dutch,24+,organic,desktop,Friday,0,0,awareness,11.2,9,3.8,33.0,1,1,0,0,0,0,0,0
U00729,dog,Beagle,6-12,paid_ad,mobile,Tuesday,0,1,retargeting,1.15,2,3.4,4.5,1,0,1,0,3,0,0,1
U00730,dog,Chihuahua,3-6,organic,desktop,Saturday,0,0,none,6.58,7,4.0,31.8,1,1,0,0,0,0,0,0
U00731,dog,Bulldog,12-24,organic,mobile,Wednesday,1,0,awareness,2.03,4,4.8,7.9,1,1,1,2,4,1,1,0
U00732,rabbit,Mini Rex,12-24,social_media,mobile,Wednesday,0,0,none,11.46,1,3.5,6.1,1,0,1,0,2,1,0,1
U00733,cat,Siamese,12-24,organic,mobile,Sunday,0,0,awareness,2.64,4,4.2,12.6,0,0,1,2,2,0,0,1
U00734,cat,Mixed,3-6,email,desktop,Saturday,0,0,retargeting,25.05,2,4.8,6.6,0,1,1,1,3,0,0,1
U00735,dog,Golden Retriever,3-6,social_media,desktop,Saturday,0,1,retargeting,11.43,7,3.8,5.2,1,1,1,0,3,0,0,1
U00736,bird,Lovebird,0-3,social_media,tablet,Friday,1,1,retargeting,6.34,3,4.9,34.5,0,1,1,6,3,0,0,1
U00737,dog,Bulldog,3-6,social_media,mobile,Sunday,0,0,none,3.08,3,3.0,7.8,1,1,1,6,6,0,0,1
U00738,rabbit,Holland Lop,24+,organic,mobile,Saturday,0,1,retargeting,2.05,5,3.2,2.5,1,0,1,4,1,1,1,0
U00739,cat,Bengal,0-3,organic,mobile,Friday,1,0,none,3.4,1,4.1,8.5,1,1,0,0,0,0,0,0
U00740,dog,Chihuahua,6-12,paid_ad,mobile,Sunday,0,0,seasonal,1.58,1,4.0,5.1,1,1,0,0,0,0,0,0
U00741,cat,Sphynx,0-3,social_media,desktop,Tuesday,0,1,none,18.32,8,5.0,10.8,1,1,0,0,0,0,0,0
U00742,dog,Labrador,12-24,social_media,mobile,Sunday,0,0,awareness,7.2,1,3.3,15.4,1,1,1,4,2,0,0,1
